full_name,ram,ssd/hdd,graphics_card,display_size,price
Razer Blade 15 2020 I7 10th Gen , 16GB RAM , 256GB SSD , GTX 1660Ti ," 15.6"" 120Hz FHD Display","NPR230,000.00"
"Razer Blade 15, I7 8TH GEN", 16GB RAM, 512GB SSD, RTX 2070 ," 15.6"" 144Hz","NPR270,000.00"
Razer Blade 15 2020 I7 10th Gen , 16GB RAM , 512GB SSD , RTX 2070 MAX-Q ," 15.6"" 4K UHD OLED Display","NPR330,000.00"
